"Antibiotic","Emax_ln_per_day","Emax_LCL_ln_per_day","Emax_UCL_ln_per_day","EC50_mg_L","EC50_LCL_mg_L","EC50_UCL_mg_L","Hill","Hill_LCL","Hill_UCL","Successful_bootstrap_runs"
"Cefepime",58.9720385223796,58.1031661001055,60.9747487723738,0.113715707724269,0.1036971801647,0.225403031992985,1.55003248746253,1.23458183034432,3.02867907600678,651
"Doxycycline",63.0342276058913,62.6534084457691,63.6652291308879,0.2184042447802,0.093718535355161,0.219016376732924,3.56521414344609,1.66261505564698,3.75863012137275,651
